4419-8043;0:0,1:3,2:4,5:2,6:5,7:6;3:1-4:1,7 P54823,Q3UFB7,P12023,Q3KNM2,P70372,Q91XD8,Q61510,P62259,Q80V62,P70196 D3ZD73,P35739,P08592,B0BNF6,B5DF91,Q499U1,D4A9N5,P62260,A0A0G2K5U0,B5DF45
6557-7154;0:0,1:2,3:1,4:5,5:4,6:6;7:7 Q3UFB7,P68368,Q91ZJ9,P12023,Q80V62,P70372,P05627,P62259,Q61510,P05213 P35739,Q5XIF6,F1M963,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q6P9V9
6156-6556;0:0,1:2,2:1,4:5,5:3,6:4;3:6-7:6,7 Q61510,P68368,Q91ZJ9,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,P05213 D4A9N5,Q5XIF6,F1M963,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,Q6P9V9
6558-6673;0:1,1:2,2:0,4:6,5:3,6:7;3:5-7:4,5 Q3UFB7,Q6AXB7,Q9QY24,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q6ZQ88 P35739,Q80WE1,G3V6S4,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,F1MA31
6557-7156;0:0,1:2,3:1,4:5,5:4,6:6;7:7 Q80V62,Q6ZQ88,Q9QY24,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q6AXB7 A0A0G2K5U0,F1MA31,G3V6S4,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q80WE1
6156-6560;0:0,1:2,2:1,4:5,5:3,6:4;3:6-7:6,7 Q61510,Q6ZQ88,Q9QY24,Q80V62,P12023,P05627,Q3UFB7,P70372,P62259,Q6AXB7 D4A9N5,F1MA31,G3V6S4,A0A0G2K5U0,P08592,P17325,P35739,B5DF91,P62260,Q80WE1
6559-7154;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:4 Q3UFB7,Q921E6,Q8VDV3,P12023,Q80V62,P70372,P05627,P62259,Q61510,O70435 P35739,B5DF02,F1LPG6,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P18422
6560-6671;0:1,1:2,2:0,4:6,5:3,6:7; Q3UFB7,Q61062,P61014,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q3UNH6 P35739,D4ADV8,P61016,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,A0A0G2K331
4229-7156;0:0,1:2,3:5,4:1,5:4,6:6;2:3-7:3 P23249,Q3UNH6,P61014,P12023,P70372,Q3UFB7,Q61510,P62259,P05627,Q61062 D3ZUC2,A0A0G2K331,P61016,P08592,B5DF91,P35739,D4A9N5,P62260,P17325,D4ADV8
4229-6708;0:1,1:2,3:6,4:0,5:4,6:7;2:3-7:3 P23249,Q3UNH6,P61014,P12023,P70372,Q80V62,Q61510,P62259,P05627,Q61062 D3ZUC2,A0A0G2K331,P61016,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P17325,D4ADV8
4419-6554;0:2,1:0,4:1,5:7,6:4,7:6;2:5-3:5 Q61510,P60521,Q80V62,Q9CQQ0,P12023,Q8BIV3,P70372,P62259,Q3UFB7,P05627 D4A9N5,P60522,A0A0G2K5U0,G3V8Z7,P08592,D4A634,B5DF91,P62260,P35739,P17325
6585-7155;0:0,1:2,2:1,4:5,5:3,6:6;7:4 Q80V62,P01108,P00860,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P67871 A0A0G2K5U0,P09416,P09057,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P67874
6585-6673;0:1,1:2,3:0,4:6,5:4,6:7;2:5-7:3 Q3UFB7,P01108,P00860,P12023,Q80V62,P70372,P05627,P62259,Q61510,P67871 P35739,P09416,P09057,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P67874
6579-7145;0:0,1:2,2:1,4:5,5:3,6:6;3:7 Q3UFB7,P49817,P48302,P12023,Q80V62,P70372,Q61510,P62259,P05627,O35864 P35739,Q2IBC6,P21451,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,F7EUU4
4419-4419;0:0,1:1,2:2,5:5,6:6,7:7;4:3,4 Q9D6Z1,Q80V62,P12023,O09118,P70372,P70661,Q61510,P62259,Q8R5L1,Q3UFB7 Q4KLK7,A0A0G2K5U0,P08592,F1LPC8,B5DF91,O08718,D4A9N5,P62260,O35796,P35739
4419-8148;1:1,2:6,4:3,5:4,6:0,7:7;3:2 P12023,Q8R5L1,O09118,P70372,Q80V62,P70661,Q61510,P62259,Q3UFB7,Q9D6Z1 P08592,O35796,F1LPC8,B5DF91,A0A0G2K5U0,O08718,D4A9N5,P62260,P35739,Q4KLK7
6578-6585;0:0,1:1,2:2,3:3,4:4,6:6;5:5,7-7:7 P05627,Q8CHK4,Q70KY4,P12023,Q3UFB7,Q80V62,P70372,P62259,Q61510,P01108 P17325,A0A0G2KA75,D3ZV21,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,D4A9N5,P09416
6561-6673;0:1,1:2,2:0,4:6,5:4,6:7;7:3 Q3UFB7,P42227,Q61199,P12023,Q80V62,P70372,Q61510,P62259,P05627,P62631 P35739,P52631,F1LWT9,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P62632
6581-7143;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:3 Q3UFB7,P62889,E9Q8T2,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q60676 P35739,A0A0G2K5E6,D3ZQ99,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P53042
6557-7157;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q3UFB7,O08788,Q7TS74,P12023,Q80V62,P70372,Q61510,P62259,P05627,D3YZV8 P35739,D4A8U7,D3Z8Z9,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,A0A0G2JTP3
6555-7167;0:0,1:2,3:1,4:5,5:4,6:6; Q3UFB7,Q9JMH9,Q9JHI8,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q9WUD1 P35739,A0A0G2JY08,Q924V1,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,D4A4T0
2827-6673;0:0,1:1,3:2,4:3,6:6,7:7;2:4-5:5 P02340,G3X9H5,Q3UFB7,P00416,P12023,Q61510,P70372,P62259,P05627,P63001 P10361,G3V9P7,P35739,P05505,P08592,D4A9N5,B5DF91,P62260,P17325,Q6RUV5
2827-7155;0:1,1:0,3:2,4:3,6:5,7:6;2:4-5:7 P02340,G3X9H5,Q80V62,P00416,P12023,Q61510,P70372,P62259,P05627,P63001 P10361,G3V9P7,A0A0G2K5U0,P05505,P08592,D4A9N5,B5DF91,P62260,P17325,Q6RUV5
6556-7155;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:3 Q80V62,Q9D880,Q3V1L6,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,B2RQC6 A0A0G2K5U0,D3ZJX5,D3ZQH5,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,D4A8A0
6557-7166;0:0,1:2,3:1,4:5,5:3,6:6;7:4,7 Q80V62,P62137,Q9CQ35,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P69566 A0A0G2K5U0,P62138,M0R4P4,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,F1LVV3
6557-7142;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:3,7 Q3UFB7,P62137,Q9CQ35,P12023,Q80V62,P70372,P05627,P62259,Q61510,P69566 P35739,P62138,M0R4P4,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,F1LVV3
2827-7167;0:1,1:0,3:2,4:4,6:5,7:6;2:3 P02340,G3X9H5,Q3UFB7,Q9CPZ8,P12023,Q61510,P70372,P62259,P05627,Q60676 P10361,G3V9P7,P35739,D3ZTN2,P08592,D4A9N5,B5DF91,P62260,P17325,P53042
2827-7143;0:1,1:0,3:2,4:4,6:5,7:6;2:3 P02340,G3X9H5,Q80V62,Q9CPZ8,P12023,Q61510,P70372,P62259,P05627,Q60676 P10361,G3V9P7,A0A0G2K5U0,D3ZTN2,P08592,D4A9N5,B5DF91,P62260,P17325,P53042
6583-7145;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:4,7 Q3UFB7,P60710,Q9R1C8,P12023,Q80V62,P70372,Q61510,P62259,P05627,O35864 P35739,P60711,P31388,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,F7EUU4
6585-7145;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:7 Q80V62,O35864,Q9R1C8,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P60710 A0A0G2K5U0,F7EUU4,P31388,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P60711
6169-7169;0:0,1:1,2:2,3:3,4:4,6:5;5:6-7:6,7 Q3UFB7,O35864,Q9R1C8,Q80V62,P12023,Q61510,P05627,P70372,P62259,P60710 P35739,F7EUU4,P31388,A0A0G2K5U0,P08592,D4A9N5,P17325,B5DF91,P62260,P60711
6671-6708;0:0,1:1,2:2,3:3,6:6,7:7;4:4 D3YZV8,Q8C1F4,P12023,B2RXZ1,Q80V62,P70372,Q61510,P62259,Q6P5F9,Q923J1 A0A0G2JTP3,D4A5Z0,P08592,A0A096UWG8,A0A0G2K5U0,B5DF91,D4A9N5,P62260,Q80U96,A0A0G2JYN5
6585-7142;0:0,1:2,3:1,4:5,5:3,6:6;7:4 Q3UFB7,P01108,Q6DI86,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q8R035 P35739,P09416,D3ZFR0,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,D3ZDP2
6708-6708;1:1,2:2,3:4,4:3,6:6,7:7;0:0 Q3UFB7,Q923E4,D3Z4Z0,P12023,Q61510,P05627,P70372,P62259,Q80V62,Q6I6G8 P35739,A0A182DWI7,B5DFL8,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,D4ADD3
4419-6579;0:1,1:0,2:4,4:3,6:5,7:6;3:2,7-5:7 P14602,Q61597,P12023,P04342,P70372,Q80V62,Q61510,P62259,Q3UFB7,P23927 G3V913,F1LQX2,P08592,P10067,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P35739,P23928
6671-7143;1:0,2:2,3:3,4:4,6:5,7:6;0:1 Q80V62,P63166,O35659,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q8BWG8 A0A0G2K5U0,Q5I0H3,F1LRH2,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,P29066
2827-4229;1:7,3:4,4:3,5:0,6:5,7:6;0:1 Q3UFB7,Q3UIL6,O35659,P12023,Q61510,O88662,P70372,P62259,Q80V62,Q8BWG8 P35739,A0A0G2K6Z8,F1LRH2,P08592,D4A9N5,Q66HH2,B5DF91,P62260,A0A0G2K5U0,P29066
6579-7169;0:0,1:2,2:1,4:5,5:3,6:6;7:7 Q3UFB7,Q9ERG0,Q8R0J1,P12023,Q80V62,P70372,Q61510,P62259,P05627,P60710 P35739,F1LR10,D4ABR1,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P60711
6579-7166;0:0,1:2,2:1,4:5,5:3,6:6;3:7 Q80V62,Q8C050,Q9JIP3,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P70196 A0A0G2K5U0,A0A0G2K366,B5DF15,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,B5DF45
6578-7145;0:0,1:2,2:1,4:5,5:3,6:6;7:7 Q80V62,Q8CHK4,Q5SVD0,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9CQA5 A0A0G2K5U0,A0A0G2KA75,Q6AXS9,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q561Q8
6710-7154;1:0,2:2,3:3,4:4,6:5,7:6;0:1,7 Q80V62,O35144,E9Q137,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,A0A087WSP5 A0A0G2K5U0,D3ZJF7,Q5XIF0,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,F1M9D6
6581-7169;0:0,1:2,2:1,4:5,5:4,6:6;7:3,7 Q80V62,P61963,D3Z1D3,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q61214 A0A0G2K5U0,B2RZ68,M0RD54,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q63470
6581-7145;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:4,7 Q3UFB7,P61963,D3Z1D3,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q61214 P35739,B2RZ68,M0RD54,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q63470
6559-6673;0:1,1:2,3:0,4:6,5:4,6:7;2:5 Q3UFB7,P27661,Q6PG95,P12023,Q80V62,P70372,P05627,P62259,Q61510,P42208 P35739,D3ZXP3,D3ZNU3,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q91Y81
6558-7154;0:0,1:2,3:1,4:5,5:4,6:6;2:7 Q80V62,Q6NVF0,Q8BGN3,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P35821 A0A0G2K5U0,D3ZGS3,B0BND0,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P20417
6578-7155;0:0,1:2,3:1,4:5,5:3,6:6; Q3UFB7,Q8CHK4,Q61193,P12023,Q80V62,P70372,Q61510,P62259,P05627,P63001 P35739,A0A0G2KA75,Q6MGC5,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q6RUV5
6561-7154;0:0,1:2,3:1,4:5,5:4,6:6;2:7 Q3UFB7,P11276,Q80TY5,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q9QYI3 P35739,A0A096P6L8,A0A0G2JYX0,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,A0A0G2K435
6555-7157;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q3UFB7,Q04207,Q5BL07,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q921E6 P35739,Q7TQN4,D3ZZB2,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,B5DF02
6559-7155;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q80V62,Q921E6,Q5BL07,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q04207 A0A0G2K5U0,B5DF02,D3ZZB2,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q7TQN4
6157-6673;0:1,2:2,3:4,4:3,5:0,6:6;1:5,7-7:7 Q3UFB7,Q921E6,Q5BL07,P12023,P05627,Q61510,Q80V62,P70372,Q04207,P62259 P35739,B5DF02,D3ZZB2,P08592,P17325,D4A9N5,A0A0G2K5U0,B5DF91,Q7TQN4,P62260
6558-7145;0:0,1:2,3:1,4:5,5:3,6:6;2:7 Q3UFB7,Q9JI11,Q8C0N1,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q9Z108 P35739,D4A648,Q5XI51,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q9ET50
6579-7144;0:0,1:2,3:1,4:5,5:4,6:6; Q3UFB7,P31750,P60954,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q61532 P35739,P47196,D4A3P4,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P27704
6555-6673;0:1,1:2,2:0,4:6,5:3,6:7;7:4,5 Q3UFB7,Q02257,D3Z4I3,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q9QY23 P35739,Q6P0K8,M0R7T6,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,D3ZJ50
6559-6579;0:0,1:1,2:3,3:2,4:4,6:6;5:5 P05627,Q9D4H8,P40338,P12023,Q80V62,Q3UFB7,P70372,P62259,Q61510,P31750 P17325,A0A0G2K761,Q64259,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,D4A9N5,P47196
6555-7167;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:7 Q3UFB7,Q9JLV1,O08641,P12023,Q80V62,P70372,Q61510,P62259,P05627,P20152 P35739,Q5U2U8,B0BNA1,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,G3V8C3
7143-7155;0:0,2:2,3:4,4:3,5:5,6:6;1:1 Q3UFB7,P11531,P82347,P12023,P05627,Q61510,P70372,P62259,Q80V62,Q8VHX6 P35739,P11530,F1LYS7,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,D3ZHA0
6557-7143;0:0,1:2,3:1,4:5,5:3,6:6; Q3UFB7,Q8VHX6,P82347,P12023,Q80V62,P70372,P05627,P62259,Q61510,P11531 P35739,D3ZHA0,F1LYS7,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P11530
6554-7155;0:0,1:2,2:1,4:5,5:3,6:6; Q3UFB7,Q99LH8,P16563,P12023,Q80V62,P70372,Q61510,P62259,P05627,P68368 P35739,D3Z962,O88205,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q5XIF6
4419-6418;0:3,1:7,2:5,5:0,6:4,7:6;3:1-4:1 P62908,Q3UFB7,P12023,Q7TPD2,P70372,Q9WTK8,Q61510,P62259,Q80V62,Q01705 D3ZVH2,P35739,P08592,M0RDY2,B5DF91,D3Z8A8,D4A9N5,P62260,A0A0G2K5U0,Q07008
6673-7155;0:2,1:0,2:1,3:5,6:4,7:6;4:3,7 Q6P5F9,P39688,P12023,P18181,Q3UFB7,P70372,Q61510,P62259,P05627,Q64337 Q80U96,Q62844,P08592,P10252,P35739,B5DF91,D4A9N5,P62260,P17325,O08623
6673-6673;0:2,1:1,2:0,3:6,6:4,7:7;4:3,5 Q6P5F9,P39688,P12023,P18181,Q80V62,P70372,Q61510,P62259,P05627,Q64337 Q80U96,Q62844,P08592,P10252,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,O08623
6673-7143;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7 Q3UFB7,P62631,Q9DB94,P12023,P05627,Q61510,P70372,P62259,Q80V62,P61965 P35739,P62632,D4ADI9,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,Q498M4
6581-6673;0:1,1:2,2:0,4:6,5:3,6:7; Q3UFB7,P61965,Q9DB94,P12023,Q80V62,P70372,P05627,P62259,Q61510,P62631 P35739,Q498M4,D4ADI9,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P62632
6708-7155;1:0,2:2,3:3,4:4,6:5,7:6;0:1-5:7 Q3UFB7,E9PYV1,Q9QXZ7,P12023,Q61510,P05627,P70372,P62259,Q80V62,O09106 P35739,E9PT44,M0R4U8,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,Q4QQW4
6557-6708;0:1,1:2,3:0,4:6,5:4,6:7;7:5 Q3UFB7,O09106,Q9QXZ7,P12023,Q80V62,P70372,P05627,P62259,Q61510,E9PYV1 P35739,Q4QQW4,M0R4U8,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,E9PT44
6578-7143;0:0,1:2,3:1,4:5,5:3,6:6; Q80V62,P35761,P21729,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q60952 A0A0G2K5U0,A0A0G2K2S5,P52500,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,F1M7J7
6558-6673;0:1,1:2,2:0,4:6,5:3,6:7;3:5-7:5 Q3UFB7,Q0P678,Q8R4D5,P12023,Q80V62,P70372,Q61510,P62259,P05627,P52479 P35739,Q6TQE1,Q8R455,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q3KR59
7144-7166;0:0,2:2,3:3,4:4,5:5,6:6;1:1,7 Q80V62,Q61532,Q9D2C7,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,P70196 A0A0G2K5U0,P27704,P55062,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,B5DF45
6585-7157;0:0,1:2,3:1,4:5,5:4,6:6;7:3,7 Q3UFB7,P01108,P28301,P12023,Q80V62,P70372,P05627,P62259,Q61510,P11276 P35739,P09416,P16636,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,A0A096P6L8
4067-6554;0:0,2:4,4:2,5:1,6:5,7:7;1:6 Q80V62,P35761,Q8R1I2,Q61510,P12023,Q3UFB7,P70372,P21729,Q60952,P62259 A0A0G2K5U0,A0A0G2K2S5,P24393,D4A9N5,P08592,P35739,B5DF91,P52500,F1M7J7,P62260
6169-8044;0:3,2:1,3:4,5:0,6:5,7:7;1:6-4:6 Q80V62,P05627,Q2XU92,P12023,Q61510,Q3UFB7,P70372,O35864,Q5SSH7,P62259 A0A0G2K5U0,P17325,A1L1K7,P08592,D4A9N5,P35739,B5DF91,F7EUU4,D3ZG78,P62260
4419-6671;1:5,2:3,4:2,5:1,6:6,7:7;0:0,4-3:0,4 Q80V62,O35864,Q5SSH7,Q61510,P12023,Q2XU92,P70372,P62259,Q3UFB7,P01108 A0A0G2K5U0,F7EUU4,D3ZG78,D4A9N5,P08592,A1L1K7,B5DF91,P62260,P35739,P09416
2827-6667;0:0,1:1,4:3,5:5,6:6,7:7;2:2-3:2,4 P62137,Q80V62,P12023,P61213,P70372,Q99MH6,Q61510,P62259,Q3UFB7,Q76MZ3 P62138,A0A0G2K5U0,P08592,P61214,B5DF91,D4AAV5,D4A9N5,P62260,P35739,Q5XI34
6667-8148;1:1,2:2,3:6,5:4,6:0,7:7;4:3 P12023,Q76MZ3,P61213,Q80V62,P70372,Q99MH6,Q61510,P62259,Q3UFB7,P62137 P08592,Q5XI34,P61214,A0A0G2K5U0,B5DF91,D4AAV5,D4A9N5,P62260,P35739,P62138
6671-7155;0:2,1:0,2:1,3:5,6:3,7:6;4:7-5:4 Q921E6,Q9QXV1,P12023,Q99LL3,Q80V62,P70372,Q61510,P62259,P05627,Q08943 B5DF02,Q4FZS1,P08592,Q498S0,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q04931
2843-6554;0:2,1:7,3:1,5:0,6:4,7:3;2:5,6-4:5,6 P11276,Q61510,Q3UFB7,P51942,P12023,P28481,P70372,Q80V62,P05627,P62259 A0A096P6L8,D4A9N5,P35739,Q5XI24,P08592,F1LRM7,B5DF91,A0A0G2K5U0,P17325,P62260
6561-7157;0:0,1:2,2:1,4:5,5:3,6:6;3:7-7:4 Q3UFB7,P42227,P18893,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q921K2 P35739,P52631,P29456,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P27008
6559-7155;0:0,1:2,3:1,4:5,5:4,6:6;2:7 Q80V62,Q68FF6,Q8C5T8,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q8CAQ8 A0A0G2K5U0,A0A0G2K527,A0A0G2JWV4,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,A0A0G2JVH4
4067-4419;0:1,2:6,4:0,5:4,6:2,7:5;1:3,7-3:3,7 Q3UFB7,P23927,P04344,Q61510,P12023,Q80V62,P70372,Q61597,P14602,P62259 P35739,P23928,F1LP53,D4A9N5,P08592,A0A0G2K5U0,B5DF91,F1LQX2,G3V913,P62260
6673-6708;1:1,2:2,3:3,4:4,6:6,7:7;0:0-5:0,5 Q80V62,Q04207,P43432,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,E9PYV1 A0A0G2K5U0,Q7TQN4,E9PU71,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,E9PT44
6557-6708;0:1,1:2,2:0,4:6,5:4,6:7;7:5 Q3UFB7,Q04207,P43432,P12023,Q80V62,P70372,P05627,P62259,Q61510,E9PYV1 P35739,Q7TQN4,E9PU71,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,E9PT44
7154-7167;0:0,2:2,3:3,4:4,5:5,6:6;1:1-7:1,7 Q3UFB7,O70435,Q9JIL2,P12023,P05627,Q61510,P70372,P62259,Q80V62,Q9WUD1 P35739,P18422,G3V896,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,D4A4T0
6579-7154;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:4,7 Q3UFB7,Q9WUD1,Q9JIL2,P12023,Q80V62,P70372,P05627,P62259,Q61510,O70435 P35739,D4A4T0,G3V896,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P18422
6578-6708;0:1,1:2,2:0,4:6,5:3,6:7; Q80V62,Q6P1D7,E9PVC2,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q3U133 A0A0G2K5U0,F1LU18,D4A4V7,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,F1LSG4
6557-6673;0:1,1:0,2:2,4:3,5:6,6:7;7:4 Q3UFB7,O08788,Q9CR46,P12023,Q80V62,P70372,Q61510,P62259,Q921E6,P52927 P35739,D4A8U7,Q5I0J4,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,B5DF02,O88791
4419-6671;0:0,1:1,2:3,4:2,6:6,7:7;3:4 P60710,A2ARI4,Q3UFB7,Q8BFU0,Q61510,P12023,P70372,P62259,P01108,O54864 P60711,Q9Z2H4,P35739,I7GAZ6,D4A9N5,P08592,B5DF91,P62260,P09416,G3V6S6
6555-7144;0:0,1:2,2:1,4:5,5:4,6:6; Q80V62,Q9WVB0,Q8BYK4,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q91VR7 A0A0G2K5U0,F1M9Y9,D3ZEP9,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q6XVN8
6559-6671;0:1,1:2,3:0,4:6,5:3,6:7;7:4,5 Q3UFB7,P47754,B2RQE8,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q5SV80 P35739,Q3T1K5,F1M2Q1,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,D3Z8I9
2827-8044;0:0,1:3,4:4,5:2,6:5,7:6;2:1,7-3:1,7 Q64337,Q80V62,P12023,Q80XL7,P70372,Q61592,Q61510,P62259,Q3UFB7,P20029 O08623,A0A0G2K5U0,P08592,B1WC86,B5DF91,Q63772,D4A9N5,P62260,P35739,P06761
8044-8148;1:2,2:4,3:1,4:6,5:0,6:7;7:3,5 P12023,P20029,Q80V62,Q61592,Q80XL7,P70372,Q61510,P62259,Q3UFB7,Q64337 P08592,P06761,A0A0G2K5U0,Q63772,B1WC86,B5DF91,D4A9N5,P62260,P35739,O08623
6556-7154;0:0,1:2,2:1,4:5,5:3,6:6;7:4 Q80V62,Q9D880,E9Q5I3,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q6NZQ2 A0A0G2K5U0,D3ZJX5,D3ZAU0,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,G3V9V8
6579-6671;0:1,1:2,3:0,4:6,5:3,6:7;7:5 Q3UFB7,P31750,Q8BX07,P12023,Q80V62,P70372,Q61510,P62259,P05627,P19091 P35739,P47196,M0R5X1,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,A0A0G2JSI8
7143-7167;0:0,2:2,3:4,4:3,5:5,6:6;1:1-7:7 Q3UFB7,P04202,Q0VBD0,P12023,P05627,Q61510,P70372,P62259,Q80V62,P29788 P35739,P17246,A0A0G2JVU1,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,Q3KR94
6581-7143;0:0,1:2,3:1,4:5,5:3,6:6;7:7 Q3UFB7,P29788,Q0VBD0,P12023,Q80V62,P70372,P05627,P62259,Q61510,P04202 P35739,Q3KR94,A0A0G2JVU1,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P17246
