2827-6583;0:3,1:0,3:1,4:5,6:4,7:6;2:7 P02340,G3X9H5,Q3UFB7,P42866,P12023,Q61510,P70372,P62259,Q80V62,O35864 P10361,G3V9P7,P35739,P33535,P08592,D4A9N5,B5DF91,P62260,A0A0G2K5U0,F7EUU4
6156-7155;0:0,2:2,3:4,4:3,5:1,6:5;1:6,7-7:6,7 Q3UFB7,P68368,P43081,P12023,Q61510,P05627,Q80V62,P70372,P62259,P14602 P35739,Q5XIF6,D3ZII9,P08592,D4A9N5,P17325,A0A0G2K5U0,B5DF91,P62260,G3V913
6555-7143;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q80V62,Q8VHX6,P82347,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P11531 A0A0G2K5U0,D3ZHA0,F1LYS7,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P11530
6673-7143;1:0,2:2,3:4,4:3,6:5,7:6;0:1-5:1 Q3UFB7,Q8VHX6,P82347,P12023,Q61510,P05627,P70372,P62259,Q80V62,P11531 P35739,D3ZHA0,F1LYS7,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,P11530
6554-6673;0:1,1:2,3:0,4:6,5:4,6:7;2:5 Q80V62,Q99LH8,P16563,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P68368 A0A0G2K5U0,D3Z962,O88205,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5XIF6
6579-7155;0:0,1:2,3:1,4:5,5:3,6:6; Q80V62,P30285,S4R1L6,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P22682 A0A0G2K5U0,P35426,D3ZF35,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,D3ZV15
6579-6673;0:1,1:2,3:0,4:6,5:4,6:7;7:3 Q80V62,P61965,Q9DB94,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P62631 A0A0G2K5U0,Q498M4,D4ADI9,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P62632
6673-7167;1:0,2:2,3:4,4:3,6:5,7:6;0:1 Q80V62,P62631,Q9DB94,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,P61965 A0A0G2K5U0,P62632,D4ADI9,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,Q498M4
6710-7142;0:2,1:0,2:1,3:5,6:3,7:6;4:4 P05627,P39429,Q80V62,Q8CAE2,P12023,Q61510,P70372,P62259,Q6P5F9,Q08297 P17325,B5DFH7,A0A0G2K5U0,F1LQ15,P08592,D4A9N5,B5DF91,P62260,Q80U96,B5DF04
6583-7154;0:0,1:1,3:2,4:3,5:5,6:6;2:4-7:4 Q80V62,O35864,Q9CV28,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,Q9CUN6 A0A0G2K5U0,F7EUU4,D3Z916,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,A0A0G2K612
6557-6671;0:1,1:0,3:2,4:3,5:6,6:7;2:4 Q80V62,Q8R5H6,P43431,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,P56477 A0A0G2K5U0,Q5BJU7,G3V780,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,D3ZPU1
6555-6708;0:1,1:2,2:0,4:6,5:3,6:7;7:4,5 Q80V62,O09106,Q9QXZ7,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,E9PYV1 A0A0G2K5U0,Q4QQW4,M0R4U8,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,E9PT44
6673-6708;1:1,2:2,3:3,4:4,6:6,7:7;0:0-5:0,5 Q3UFB7,O09106,Q9QXZ7,P12023,Q61510,P05627,P70372,P62259,Q80V62,E9PYV1 P35739,Q4QQW4,M0R4U8,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,E9PT44
6583-6710;0:1,1:2,2:0,4:6,5:4,6:7;3:5 Q80V62,P32883,Q8BUY9,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P60766 A0A0G2K5U0,P08644,P53610,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q8CFN2
6558-7155;0:0,1:2,3:1,4:5,5:4,6:6;7:7 Q80V62,Q0P678,Q8R4D5,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P52479 A0A0G2K5U0,Q6TQE1,Q8R455,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q3KR59
6561-6585;0:0,1:1,2:2,3:3,4:4,6:6;5:5,7-7:7 P05627,P11276,P28301,P12023,Q3UFB7,Q80V62,P70372,P62259,Q61510,P01108 P17325,A0A096P6L8,P16636,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,D4A9N5,P09416
6157-6585;0:0,1:2,2:1,4:5,5:3,6:4;3:6,7-7:6,7 Q61510,P11276,P28301,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,P01108 D4A9N5,A0A096P6L8,P16636,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,P09416
6583-6671;0:1,1:2,3:0,4:6,5:3,6:7;2:4-7:4 Q80V62,O35864,Q2XU92,P12023,Q3UFB7,P70372,Q61510,P62259,P01108,Q5SSH7 A0A0G2K5U0,F7EUU4,A1L1K7,P08592,P35739,B5DF91,D4A9N5,P62260,P09416,D3ZG78
4419-6585;0:2,3:7,4:1,5:0,6:4,7:6;2:5 Q5SSH7,Q61510,Q80V62,O35864,P12023,Q2XU92,P70372,P62259,Q3UFB7,P05627 D3ZG78,D4A9N5,A0A0G2K5U0,F7EUU4,P08592,A1L1K7,B5DF91,P62260,P35739,P17325
4419-6555;0:1,1:0,2:4,4:2,6:5,7:6; P62137,Q99MH6,P12023,P61213,P70372,Q3UFB7,Q61510,P62259,Q80V62,P63001 P62138,D4AAV5,P08592,P61214,B5DF91,P35739,D4A9N5,P62260,A0A0G2K5U0,Q6RUV5
4419-6667;0:0,1:1,2:3,5:5,6:6,7:7;4:2,4 P62137,Q3UFB7,P12023,P61213,P70372,Q99MH6,Q61510,P62259,Q80V62,Q76MZ3 P62138,P35739,P08592,P61214,B5DF91,D4AAV5,D4A9N5,P62260,A0A0G2K5U0,Q5XI34
6557-7145;0:0,1:2,3:1,4:5,5:3,6:6; Q80V62,P52479,Q9CZ82,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9CQA5 A0A0G2K5U0,Q3KR59,M0R976,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q561Q8
6555-6708;0:1,1:2,3:0,4:6,5:3,6:7;7:4,5 Q80V62,Q04207,P43432,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,E9PYV1 A0A0G2K5U0,Q7TQN4,E9PU71,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,E9PT44
6708-7155;1:0,2:2,3:3,4:4,6:5,7:6;0:1-5:7 Q80V62,E9PYV1,P43432,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q04207 A0A0G2K5U0,E9PT44,E9PU71,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,Q7TQN4
6557-6671;0:1,1:0,3:2,4:3,5:6,6:7;2:4-7:4 Q80V62,Q64337,Q60571,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,Q9WUU8 A0A0G2K5U0,O08623,O35761,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,D3ZHV1
6581-7154;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:7 Q80V62,Q9WUD1,Q9JIL2,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,O70435 A0A0G2K5U0,D4A4T0,G3V896,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P18422
7143-7154;0:0,2:2,3:3,4:4,5:5,6:6;1:1,7-7:1,7 Q3UFB7,Q9WUD1,Q9JIL2,P12023,P05627,Q61510,P70372,P62259,Q80V62,O70435 P35739,D4A4T0,G3V896,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,P18422
6559-7169;0:0,1:2,2:1,4:5,5:3,6:6;3:7-7:4 Q80V62,P47754,Q3V3V9,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q60631 A0A0G2K5U0,Q3T1K5,D3ZC15,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P62994
6157-7169;0:0,2:2,3:3,4:4,5:1,6:5;1:6,7-7:6 Q3UFB7,P47754,Q3V3V9,P12023,P05627,Q61510,Q80V62,P70372,P62259,Q60631 P35739,Q3T1K5,D3ZC15,P08592,P17325,D4A9N5,A0A0G2K5U0,B5DF91,P62260,P62994
6554-6671;0:1,1:0,2:2,4:3,5:6,6:7;3:4-7:4 Q80V62,Q08297,Q6NXI8,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,P51141 A0A0G2K5U0,B5DF04,M0RDW5,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,Q9WVB9
6561-6671;0:1,1:2,2:0,4:6,5:4,6:7;7:5 Q80V62,P47754,B2RQE8,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q5SV80 A0A0G2K5U0,Q3T1K5,F1M2Q1,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,D3Z8I9
6557-8044;0:2,1:0,3:1,4:4,5:5,6:6;2:7-7:7 Q80V62,Q64337,Q61592,P12023,Q3UFB7,P70372,Q61510,P62259,Q80XL7,P20029 A0A0G2K5U0,O08623,Q63772,P08592,P35739,B5DF91,D4A9N5,P62260,B1WC86,P06761
2200-8044;0:0,1:3,4:4,5:1,6:2,7:5;2:6,7-3:6,7 Q64337,Q80V62,P12023,Q80XL7,P70372,Q3UFB7,Q61592,Q61510,P62259,P20029 O08623,A0A0G2K5U0,P08592,B1WC86,B5DF91,P35739,Q63772,D4A9N5,P62260,P06761
6156-6710;0:1,1:0,2:2,3:3,4:4,6:6;5:7 Q80V62,O55222,A0A1L1SQU7,Q3UFB7,P12023,P05627,Q61510,P70372,Q61188,P62259 A0A0G2K5U0,Q99J82,A0A0G2K5L1,P35739,P08592,P17325,D4A9N5,B5DF91,B5DFE2,P62260
6554-6710;0:1,1:2,3:0,4:6,5:3,6:7;7:4 Q3UFB7,O55222,A0A1L1SQU7,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q61188 P35739,Q99J82,A0A0G2K5L1,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,B5DFE2
6156-6556;0:0,1:3,2:1,3:5,5:2,6:4;4:6,7 P05627,Q6NZQ2,E9Q5I3,Q80V62,P12023,Q61510,Q3UFB7,P70372,P62259,Q9D880 P17325,G3V9V8,D3ZAU0,A0A0G2K5U0,P08592,D4A9N5,P35739,B5DF91,P62260,D3ZJX5
6556-6671;0:1,1:2,3:0,4:6,5:4,6:7;2:5-7:3 Q3UFB7,Q9D880,E9Q5I3,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q6NZQ2 P35739,D3ZJX5,D3ZAU0,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,G3V9V8
6557-6671;0:1,1:2,2:0,4:6,5:4,6:7;7:3 Q80V62,Q9D1D4,P04426,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P97760 A0A0G2K5U0,Q63584,D4A9J2,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5EB90
6555-6671;0:1,1:2,2:0,4:6,5:4,6:7; Q80V62,P08752,Q8K443,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q01147 A0A0G2K5U0,P04897,D3ZCS1,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P15337
6579-7143;0:0,1:2,2:1,4:5,5:4,6:6;7:3,7 Q80V62,P29788,Q0VBD0,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P04202 A0A0G2K5U0,Q3KR94,A0A0G2JVU1,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P17246
7143-7143;0:0,2:2,3:4,4:3,5:5,6:6;1:1-7:1,7 Q3UFB7,P29788,Q0VBD0,P12023,Q61510,P05627,P70372,P62259,Q80V62,P04202 P35739,Q3KR94,A0A0G2JVU1,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,P17246
6157-6710;0:1,1:0,2:2,3:4,4:3,6:6;5:7-7:7 Q3UFB7,Q9CQ60,Q8BWJ3,Q80V62,P12023,P05627,Q61510,P70372,P02340,P62259 P35739,G3V8D5,F1M1C9,A0A0G2K5U0,P08592,P17325,D4A9N5,B5DF91,P10361,P62260
6708-7154;0:1,1:0,2:2,3:3,6:5,7:6;4:4 Q921E6,Q62440,P12023,Q9ES03,Q80V62,P70372,Q61510,P62259,Q6P5F9,P70340 B5DF02,D3ZCM7,P08592,A0A0G2KAH3,A0A0G2K5U0,B5DF91,D4A9N5,P62260,Q80U96,A0A0G2JSQ6
6555-7155;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:3 Q80V62,Q9JIW9,Q3UYI5,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q61411 A0A0G2K5U0,F1LQ62,D3Z832,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P20171
6557-6710;0:1,1:2,2:0,4:6,5:3,6:7;3:5-7:4 Q80V62,Q62523,Q768S4,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P55258 A0A0G2K5U0,D4A7U1,O54880,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P35280
6557-6585;0:0,1:1,2:2,3:3,4:4,6:6;5:5,7 P05627,P63001,Q61462,P12023,Q3UFB7,Q80V62,P70372,P62259,Q61510,P01108 P17325,Q6RUV5,Q62737,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,D4A9N5,P09416
6156-6585;0:0,1:2,2:1,4:5,5:3,6:4;3:6,7-7:6 Q61510,P63001,Q61462,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,P01108 D4A9N5,Q6RUV5,Q62737,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,P09416
6557-7145;0:0,1:2,2:1,4:5,5:3,6:6; Q80V62,P63001,Q80XI4,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9CQA5 A0A0G2K5U0,Q6RUV5,O88377,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q561Q8
6156-7145;0:0,2:2,3:4,4:3,5:1,6:5;1:6-7:6 Q3UFB7,P63001,Q80XI4,P12023,Q61510,P05627,Q80V62,P70372,P62259,Q9CQA5 P35739,Q6RUV5,O88377,P08592,D4A9N5,P17325,A0A0G2K5U0,B5DF91,P62260,Q561Q8
6554-6583;0:0,1:1,2:2,4:4,5:5,6:6;3:3 P68510,Q8K0U3,Q8BJM5,P12023,Q3UFB7,P70372,Q61510,P62259,Q80V62,P60710 P68511,Q5HZE5,B2RZA8,P08592,P35739,B5DF91,D4A9N5,P62260,A0A0G2K5U0,P60711
6582-8868;0:0,1:1,3:2,4:3,5:4,6:5; Q3UFB7,P28867,Q8R2G4,P12023,Q80V62,P70372,Q61510,P62259,P01108,A2ANY6 P35739,A0A140UHX0,Q6AYJ9,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P09416,A0A0G2K9L9
6582-6708;0:1,1:0,2:2,3:4,4:3,6:7;5:6 P05627,P28867,Q8R2G4,P12023,Q3UFB7,Q80V62,P70372,P62259,A2ANY6,P01108 P17325,A0A140UHX0,Q6AYJ9,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,A0A0G2K9L9,P09416
4067-8044;0:2,2:4,4:1,5:0,6:5,7:3;1:6-3:6 Q80V62,P49817,P48299,Q61510,P12023,Q3UFB7,P70372,P48302,P62259,O35864 A0A0G2K5U0,Q2IBC6,F1LQB0,D4A9N5,P08592,P35739,B5DF91,P21451,P62260,F7EUU4
6579-6581;0:0,1:1,2:3,3:2,4:4,6:6;5:5 Q61510,P31750,Q8VC10,P12023,Q3UFB7,Q80V62,P70372,P62259,P05627,Q9CZN7 D4A9N5,P47196,Q8R430,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,P17325,Q5U3Z7
6168-6579;0:0,1:3,2:1,4:5,5:2,6:4;3:6-7:6 Q61510,Q9CZN7,Q8VC10,Q80V62,P12023,P05627,Q3UFB7,P70372,P62259,P31750 D4A9N5,Q5U3Z7,Q8R430,A0A0G2K5U0,P08592,P17325,P35739,B5DF91,P62260,P47196
6554-6708;0:1,1:0,2:4,3:3,4:2,6:7; P05627,A2ACM0,Q9CZB2,P12023,Q80V62,Q3UFB7,P70372,P62259,Q9R117,Q01279 P17325,D3ZDU2,D3ZED8,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,D3ZD03,G3V6K6
4419-7145;2:3,3:7,4:2,5:0,6:5,7:6;0:1-1:4 Q80V62,P54841,Q61510,Q62108,P12023,P59267,P70372,P62259,Q3UFB7,P05627 A0A0G2K5U0,P54842,D4A9N5,P31016,P08592,Q9JKR5,B5DF91,P62260,P35739,P17325
6555-7145;0:0,1:2,3:1,4:5,5:3,6:6;7:4 Q80V62,Q64337,Q8VDD8,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9CQJ4 A0A0G2K5U0,O08623,A0A0G2K6R7,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q4KLY4
6156-7145;0:0,1:1,2:2,3:3,4:4,6:5;5:6-7:6 Q3UFB7,Q64337,Q8VDD8,Q80V62,P12023,P05627,Q61510,P70372,P62259,Q9CQJ4 P35739,O08623,A0A0G2K6R7,A0A0G2K5U0,P08592,P17325,D4A9N5,B5DF91,P62260,Q4KLY4
6555-7155;0:0,1:2,2:1,4:5,5:3,6:6; Q80V62,A2AN08,Q3U0X8,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q64337 A0A0G2K5U0,F1LQI5,Q5BK49,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,O08623
6579-6710;0:1,1:2,2:0,4:6,5:3,6:7;3:5 Q80V62,P31750,Q9D8T3,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q921E6 A0A0G2K5U0,P47196,Q7TNZ5,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,B5DF02
4419-6554;0:1,1:0,2:4,4:3,6:5,7:6;3:2,7-5:7 P54823,O88697,P12023,A0A0U1RNG7,P70372,Q3UFB7,Q61510,P62259,Q80V62,Q60722 D3ZD73,P57760,P08592,F1M0C4,B5DF91,P35739,D4A9N5,P62260,A0A0G2K5U0,A0A0G2JWU7
6557-6708;0:1,1:2,2:0,4:6,5:4,6:7; Q80V62,P43275,O35565,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q923E4 A0A0G2K5U0,D4A3K5,P70492,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,A0A182DWI7
6156-6708;0:1,2:2,3:3,4:4,5:0,6:6;1:7-7:7 Q3UFB7,P43275,O35565,P12023,Q61510,P05627,Q80V62,P70372,Q923E4,P62259 P35739,D4A3K5,P70492,P08592,D4A9N5,P17325,A0A0G2K5U0,B5DF91,A0A182DWI7,P62260
6555-6667;0:1,1:0,2:2,4:3,5:6,6:7;3:4 Q3UFB7,Q9R0L6,Q6VH22,P12023,Q80V62,P70372,Q61510,P62259,Q8VEE4,Q6ZPV2 P35739,A0A0G2K0X1,A0A096MK45,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,Q7TP21,D4A6Q6
6229-6667;0:2,1:1,3:0,4:6,5:5,6:3;2:7-7:7 Q80V62,Q07832,P12023,O08705,Q3UFB7,P70372,Q9CQI4,Q61510,P63087,P62259 A0A0G2K5U0,A0A140TAD2,P08592,P26435,P35739,B5DF91,F1LQ29,D4A9N5,P63088,P62260
6579-6710;0:1,1:2,2:0,4:6,5:3,6:7;3:5-7:5 Q80V62,P13020,Q9CR83,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P47754 A0A0G2K5U0,Q68FP1,G3V6X2,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q3T1K5
2348-6555;0:0,2:3,3:1,4:5,5:6,6:4; O08992,Q91XX8,Q91Y21,Q3UFB7,P12023,Q61510,P62259,P70372,Q80V62,Q64010 Q9JI92,D3ZUH3,E9PSN7,P35739,P08592,D4A9N5,P62260,B5DF91,A0A0G2K5U0,Q63768
2348-4229;0:7,2:4,3:5,4:1,5:6,7:0;1:3-6:2 O08992,Q01279,Q91Y21,Q3UFB7,Q61510,P12023,P62259,Q91XX8,Q64010,P70372 Q9JI92,G3V6K6,E9PSN7,P35739,D4A9N5,P08592,P62260,D3ZUH3,Q63768,B5DF91
6561-7157;0:0,1:2,2:1,4:5,5:3,6:6;3:7 Q80V62,Q921E6,Q9CQ25,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P68510 A0A0G2K5U0,B5DF02,D4AA02,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P68511
6710-7157;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7-5:1 Q3UFB7,Q921E6,Q9CQ25,P12023,P05627,Q61510,P70372,P62259,Q80V62,P68510 P35739,B5DF02,D4AA02,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,P68511
6555-6561;0:0,1:1,2:3,3:2,4:4,6:6;5:5 Q61510,P97377,Q8BIR2,P12023,Q80V62,Q3UFB7,P70372,P62259,P05627,P60766 D4A9N5,Q6P751,E9PU85,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,P17325,Q8CFN2
6157-6555;0:0,1:3,2:1,4:5,5:2,6:4;3:6-7:6 Q61510,P60766,Q8BIR2,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,P97377 D4A9N5,Q8CFN2,E9PU85,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,Q6P751
6556-6671;0:1,1:2,3:0,4:6,5:4,6:7; Q80V62,O88342,P0C7N9,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P59941 A0A0G2K5U0,Q5RKI0,B2RZB8,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q4FZY2
6157-6559;0:0,1:2,2:1,3:5,5:3,6:4;4:6-7:7 P05627,Q6AXB7,Q8BZL8,Q80V62,P12023,Q61510,Q3UFB7,P70372,P62259,Q60838 P17325,Q80WE1,M0R4L0,A0A0G2K5U0,P08592,D4A9N5,P35739,B5DF91,P62260,D3ZB71
6559-6708;0:1,1:2,2:0,4:6,5:4,6:7;3:5-7:5 Q3UFB7,Q60838,Q8BZL8,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q6AXB7 P35739,D3ZB71,M0R4L0,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q80WE1
6558-6671;0:1,1:2,3:0,4:6,5:3,6:7;7:4 Q80V62,Q6AXB7,Q9Z1D7,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P63166 A0A0G2K5U0,Q80WE1,A0A0G2K4Z9,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q5I0H3
6671-7156;1:0,2:2,3:3,4:4,6:5,7:6;0:1 Q80V62,P63166,Q9Z1D7,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q6AXB7 A0A0G2K5U0,Q5I0H3,A0A0G2K4Z9,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,Q80WE1
6555-7155;0:0,1:2,2:1,4:5,5:4,6:6; Q80V62,Q9JLV1,E9QLC2,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q04207 A0A0G2K5U0,Q5U2U8,A0A096MKD8,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q7TQN4
6554-6583;0:0,1:1,2:3,4:4,5:5,6:6; P11276,P41245,O55123,P12023,Q80V62,P70372,Q61510,P62259,Q3UFB7,P08226 A0A096P6L8,D3ZYK8,G3V788,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P35739,P02650
4229-6555;0:0,1:1,3:4,4:2,5:5,6:6;2:3 P23249,A6H6S0,Q99ML6,P12023,P70372,Q3UFB7,Q61510,P62259,Q80V62,Q8BFZ3 D3ZUC2,D3ZPP6,D3ZMM0,P08592,B5DF91,P35739,D4A9N5,P62260,A0A0G2K5U0,D3ZRN3
6557-7142;0:0,1:2,2:1,4:5,5:3,6:6; Q80V62,Q9CQA3,Q8CIM3,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9WTK7 A0A0G2K5U0,P21913,P84850,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,A0A0H2UI02
6156-7142;0:0,2:2,3:4,4:3,5:1,6:5;1:6-7:6 Q3UFB7,Q9CQA3,Q8CIM3,P12023,Q61510,P05627,Q80V62,P70372,P62259,Q9WTK7 P35739,P21913,P84850,P08592,D4A9N5,P17325,A0A0G2K5U0,B5DF91,P62260,A0A0H2UI02
6554-7157;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:7 Q80V62,Q8R5L3,Q5ND29,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P51150 A0A0G2K5U0,A0A0G2KA50,D3ZGA5,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P09527
6554-7157;0:0,1:2,2:1,4:5,5:3,6:6;3:7-7:7 Q3UFB7,Q8R5L3,Q5ND29,P12023,Q80V62,P70372,P05627,P62259,Q61510,P51150 P35739,A0A0G2KA50,D3ZGA5,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P09527
2827-4165;0:1,1:7,3:4,4:2,5:0,6:6;2:3,5-7:3,5 P11276,P62259,Q3UFB7,O35160,P12023,Q61510,O08859,P70372,P60710,Q80V62 A0A096P6L8,P62260,P35739,P81062,P08592,D4A9N5,M0R4G8,B5DF91,P60711,A0A0G2K5U0
6559-6585;0:0,1:1,2:3,3:2,4:4,6:6;5:5-7:7 Q61510,Q9WTX6,Q3UIK0,P12023,Q80V62,Q3UFB7,P70372,P62259,P05627,P60710 D4A9N5,B1WBY1,P56741,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,P17325,P60711
6169-6559;0:0,1:3,2:1,4:5,5:2,6:4;3:6-7:6,7 Q61510,P60710,Q3UIK0,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,Q9WTX6 D4A9N5,P60711,P56741,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,B1WBY1
6557-6558;0:0,1:1,2:3,3:2,4:4,6:6;5:5 P05627,Q9CQF3,A0A0A0MQ90,P12023,Q80V62,Q3UFB7,P70372,P62259,Q61510,Q9JI11 P17325,Q4KM65,D3ZTB5,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,D4A9N5,D4A648
6156-6558;0:0,1:3,2:1,4:5,5:2,6:4;3:6-7:6 Q61510,Q9CQF3,A0A0A0MQ90,Q80V62,P12023,P05627,Q3UFB7,P70372,P62259,Q9JI11 D4A9N5,Q4KM65,D3ZTB5,A0A0G2K5U0,P08592,P17325,P35739,B5DF91,P62260,D4A648
6555-6579;0:0,1:1,2:3,3:2,4:4,6:6;5:5,7 Q61510,Q9JLV1,Q8C9S4,P12023,Q3UFB7,Q80V62,P70372,P62259,P05627,Q60676 D4A9N5,Q5U2U8,A0A0G2K8K1,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,P17325,P53042
6168-6555;0:0,1:3,2:1,3:5,5:2,6:4;4:6-7:6 Q61510,Q60676,Q8C9S4,Q80V62,P12023,P05627,Q3UFB7,P70372,P62259,Q9JLV1 D4A9N5,P53042,A0A0G2K8K1,A0A0G2K5U0,P08592,P17325,P35739,B5DF91,P62260,Q5U2U8
6157-7143;0:0,1:1,2:2,3:4,4:3,6:5;5:6 Q80V62,P25118,O88495,Q3UFB7,P12023,P05627,Q61510,P70372,P62259,Q8BWG8 A0A0G2K5U0,A0A0G2JSU9,G3V7H9,P35739,P08592,P17325,D4A9N5,B5DF91,P62260,P29066
